incidentid,race,injury,gender,schoolaffiliation,age
20050316PACAP,unknown,Wounded,Male,Student,Adolescent
20050316PACAP,unknown,Wounded,Male,Student,Adolescent
20050317CALOL,unknown,Fatal,Female,Student,Adolescent
20050317LAOPA,unknown,Wounded,Male,Student,Adolescent
20050321MNRER,unknown,Fatal,Male,Security Guard,Adult
20050321MNRER,unknown,Wounded,Unknown,Student,Adolescent
20050321MNRER,unknown,Wounded,Unknown,Student,Adolescent
20050321MNRER,unknown,Wounded,Unknown,Student,Adolescent
20050321MNRER,unknown,Wounded,Unknown,Student,Adolescent
20050321MNRER,unknown,Fatal,Female,Student,Adolescent
20050321MNRER,unknown,Fatal,Female,Student,Adolescent
20050321MNRER,unknown,Fatal,Male,Student,Adolescent
20050321MNRER,unknown,Fatal,Female,Teacher,Adult
20050321MNRER,unknown,Fatal,Male,Student,Adolescent
20050321MNRER,unknown,Fatal,Male,Student,Adolescent
20050321MNRER,unknown,Fatal,Female,Student,Adolescent
20050321MNRER,unknown,Wounded,Unknown,Student,Adolescent
20050321NYNEB,unknown,None,Male,Student,Teen
20050324TNFAM,unknown,None,Female,Student,Adolescent
20050330TNEAM,unknown,None,Male,Student,Adolescent
20050407TXCAC,White,Wounded,Male,Other Staff,Adult
20050427LALER,unknown,None,unknown,unknown,unknown
20050429OHDAC,unknown,Wounded,Female,Other Staff,Adult
20050514TXBER,unknown,Wounded,Male,Student,Young Adult
20050517PAHIL,unknown,Fatal,Female,Parent,Adult
20050520ILLOM,unknown,Wounded,Male,Student,Teen
20050520ILLOM,unknown,Wounded,Male,Student,Teen
20050524COACD,unknown,Wounded,Female,Teacher,Adult
20050524COACD,unknown,Wounded,Female,Teacher,Adult
20050524LABOS,unknown,None,Male,Student,Adolescent
20050608NYARP,unknown,Wounded,Unknown,Student,Teen
20050608NYARP,unknown,Wounded,Unknown,Student,Teen
20050612NJBAA,unknown,Wounded,Male,No Relation,Young Adult
20050612NJBAA,unknown,Wounded,Male,No Relation,Young Adult
20050612NJBAA,unknown,Wounded,Male,No Relation,Young Adult
20050718NJWEN,unknown,Fatal,Male,Police Officer/SRO,Young Adult
20050718NJWEN,unknown,Fatal,Male,Police Officer/SRO,Adult
20050816VICOE,unknown,Wounded,Male,Other Staff,Adult
20050817CAPLB,unknown,Fatal,Male,No Relation,Adolescent
20050819GAMOM,unknown,Wounded,Male,Student,Young Adult
20050819GAMOM,unknown,Wounded,Male,Nonstudent,Young Adult
20050825TNMAD,unknown,Wounded,Male,Student,School Age Child
20050901AKDIA,unknown,None,Male,Student,Teen
20050901AKDIA,unknown,None,Male,Student,Teen
20050902FLSOJ,unknown,Wounded,Male,Student,Adolescent
20050913ILHAC,unknown,Wounded,Male,Student,Adolescent
20050924MISAS,unknown,Wounded,Male,Student,Adolescent
20050924MISAS,unknown,Wounded,Female,Student,Adolescent
20051011MIFAF,unknown,None,unknown,unknown,unknown
20051014NYSAN,unknown,Wounded,Male,Student,Adolescent
20051019CASAS,unknown,Wounded,Male,Student,Adolescent
20051020MISAS,unknown,Wounded,Male,Student,Adolescent
20051027CABIF,unknown,Fatal,Male,Parent,Adult
20051028MDANA,unknown,Wounded,Female,Student,Adolescent
20051028NYFAF,unknown,None,Male,Security Guard,Adult
20051108TNCAJ,unknown,Wounded,Male,Principal/Vice-Principal,Adult
20051108TNCAJ,unknown,Wounded,Male,Principal/Vice-Principal,Adult
20051108TNCAJ,unknown,Fatal,Male,Principal/Vice-Principal,Adult
20051115FLPAM,unknown,Wounded,Female,Student,Adolescent
20051116TXIRS,unknown,Fatal,Male,No Relation,Adult
20051205MABOR,unknown,None,unknown,unknown,unknown
20051206CASAG,unknown,Fatal,Male,Student,Adolescent
20051206MICED,unknown,Wounded,Male,Nonstudent,unknown
20060103NJLIJ,unknown,Wounded,Male,Student,Teen
20060103NJLIJ,unknown,Wounded,Female,Student,Teen
20060110DEMOW,unknown,Wounded,Male,Student,Adolescent
20060111WIMAM,unknown,Wounded,Female,Student,School Age Child
20060113ALPIP,unknown,Wounded,Male,Student,Adolescent
20060113FLMIL,unknown,None,Male,Student,Adolescent
20060113MIOSD,unknown,None,Unknown,Principal/Vice-Principal,Adult
20060118MTFRA,unknown,Wounded,Male,Student,Teen
20060118TXPAA,unknown,Wounded,Male,Student,School Age Child
20060118VAINC,unknown,None,Unknown,Student,Teen
20060119OHWIC,unknown,Wounded,Male,No Relation,Adolescent
20060119OHWIC,unknown,Wounded,Male,No Relation,Young Adult
20060123CAWIV,unknown,Wounded,Female,Student,Adolescent
20060127TXLAG,unknown,Wounded,Female,Student,Teen
20060127TXLAG,unknown,Wounded,Female,Student,Teen
20060130MTCMG,unknown,None,Male,Student,Adolescent
20060203CALOC,unknown,Wounded,Male,Student,School Age Child
20060209DEWIN,unknown,Wounded,Male,Student,Young Adult
20060215PAWEY,unknown,None,Male,Teacher,Adult
20060221PAWEP,unknown,Wounded,Male,Student,Adolescent
20060223ORROR,unknown,Wounded,Male,Student,Adolescent
20060310NYISN,unknown,Wounded,Male,Student,Teen
20060310NYISN,unknown,Wounded,Male,Student,Teen
20060314NVPIR,unknown,Wounded,Male,Student,Teen
20060314NVPIR,unknown,Wounded,Male,Student,Teen
20060405DCROW,unknown,Wounded,Male,Student,Young Adult
20060405DCROW,unknown,Wounded,Female,Student,Young Adult
20060418TXWEH,unknown,Wounded,Unknown,Student,Teen
20060418TXWEH,unknown,Wounded,Unknown,Student,Teen
20060424NCEAC,unknown,None,unknown,unknown,unknown
20060505FLPAM,unknown,Fatal,Male,Student,Young Adult
20060522SCBUI,unknown,None,unknown,unknown,unknown
20060525PANON,unknown,None,unknown,unknown,unknown
20060605CAVEL,unknown,Fatal,Male,Student,Adolescent
20060606INWIG,unknown,Fatal,Male,Relative,Young Adult
20060615MIPED,unknown,Wounded,Male,Student,Adolescent
20060731FLYOT,unknown,Fatal,Female,Parent,Adult
20060815KYJTV,unknown,None,unknown,unknown,unknown
20060817TXMEA,unknown,Fatal,Male,Relative,Young Adult
20060819OHSOY,unknown,Fatal,Male,Parent,Adult
20060820GALYH,unknown,Wounded,Male,No Relation,Young Adult
20060820GALYH,unknown,Wounded,Male,No Relation,Adolescent
20060821INCAN,White,None,Male,Student,Adolescent
20060824VTESE,unknown,Fatal,Female,Teacher,Adult
20060829DCANW,unknown,None,unknown,unknown,unknown
20060830NCORH,unknown,Wounded,Male,Student,Teen
20060830NCORH,unknown,Wounded,Female,Student,Teen
20060831ALOXO,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20060905TNKIM,unknown,Wounded,Male,Student,Teen
20060908TXSOF,unknown,Wounded,Male,Student,Adolescent
20060913MOWEC,unknown,None,Male,Student,Adolescent
20060921DCCAW,unknown,Wounded,Male,Student,Adolescent
20060927COPLB,White,Fatal,Female,Student,Adolescent
20060929WIWEC,unknown,Fatal,Male,Principal/Vice-Principal,Adult
20061002PAWEN,unknown,Fatal,Female,Student,School Age Child
20061002PAWEN,unknown,Wounded,Female,Student,Child
20061002PAWEN,unknown,Fatal,Female,Student,Adolescent
20061002PAWEN,unknown,Fatal,Female,Student,School Age Child
20061002PAWEN,unknown,Fatal,Female,Student,School Age Child
20061002PAWEN,unknown,Fatal,Female,Student,School Age Child
20061002PAWEN,unknown,Wounded,Female,Student,Child
20061002PAWEN,unknown,Wounded,Female,Student,Child
20061002PAWEN,unknown,Wounded,Female,Student,Child
20061002PAWEN,unknown,Wounded,Female,Student,Child
20061009MOMEJ,unknown,None,unknown,unknown,unknown
20061010NYPOP,unknown,Wounded,Male,Student,School Age Child
20061010NYPOP,unknown,Wounded,Male,Student,School Age Child
20061012MDGRB,unknown,None,unknown,unknown,unknown
20061017TXSEK,unknown,None,Male,Student,Adolescent
20061031TNHAK,unknown,Fatal,Male,Security Guard,Adult
20061111CALIO,unknown,Fatal,Male,No Relation,Young Adult
20061111CALIO,unknown,Wounded,Male,No Relation,Young Adult
20061122GASAA,unknown,Fatal,Male,Student,Adolescent
20061201NCJOT,unknown,Fatal,Male,Former Student,Young Adult
20061207NENOO,unknown,Wounded,Male,Student,Adolescent
20061211ILCLC,unknown,Wounded,Male,Police Officer/SRO,Adult
20061212PASPS,unknown,None,Male,Student,Adolescent
20061213PABAB,unknown,Wounded,Female,Student,Teen
20061214PAMCC,unknown,None,Male,Student,Adolescent
20070102NCWEF,Black,None,Male,Student,Adolescent
20070103WAHET,unknown,Fatal,Male,Student,Adolescent
20070104MINOD,unknown,Wounded,Female,Student,Adolescent
20070108OHROC,unknown,None,Unknown,Principal/Vice-Principal,Adult
20070109CAGRV,unknown,Wounded,Male,Student,Adolescent
20070109CAGRV,unknown,Wounded,Male,Student,Adolescent
20070109NVWEL,unknown,Wounded,Male,Student,Teen
20070109NVWEL,unknown,Wounded,Female,Student,Teen
20070118PAWIP,unknown,Wounded,Male,Student,Adolescent
20070124TNHAS,unknown,None,Male,Student,Adolescent
20070131ILHIC,unknown,Wounded,Male,Student,Adolescent
20070207FLPAJ,unknown,None,Unknown,Police Officer/SRO,Adult
20070208ORCRP,unknown,None,Male,Student,Young Adult
20070208TXSTP,unknown,Minor Injuries,Male,Student,Teen
20070226CASLA,unknown,Wounded,Male,Student,School Age Child
20070226CASLA,unknown,Wounded,Male,Student,School Age Child
20070227GACLA,unknown,Wounded,Male,Student,School Age Child
20070307CACEC,unknown,Wounded,Male,Student,Teen
20070307MIHEM,unknown,Wounded,Female,Student,Adolescent
20070307TXGRG,unknown,None,Male,Student,Adolescent
20070308TNEAC,unknown,None,Male,Former Teacher,Adult
20070323FLUNO,unknown,Wounded,Male,Student,School Age Child
20070327CTSAH,unknown,Wounded,Male,No Relation,Adolescent
20070329SCMYM,unknown,None,Male,Student,Young Adult
20070410ILCHC,unknown,Wounded,Male,Student,Adolescent
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070410ORSPG,unknown,Wounded,Unknown,Student,Teen
20070418NCNOH,unknown,None,unknown,unknown,unknown
20070503OHGED,unknown,Wounded,Female,Bus Driver,Adult
20070504TXTIE,unknown,None,Female,Student,Adolescent
20070510MIHED,unknown,Wounded,Male,Student,Adolescent
20070510MIHED,unknown,Wounded,Male,Student,Adolescent
20070512TXWEM,unknown,Wounded,Male,Student,Young Adult
20070515TXLIL,unknown,None,unknown,unknown,unknown
20070523RIOAC,unknown,Wounded,Male,Student,Adolescent
20070530NCVAG,unknown,Wounded,Unknown,Parent,Adult
20070531NCNOG,unknown,Minor Injuries,Unknown,Student,Child
20070531NCNOG,unknown,Minor Injuries,Unknown,Student,Child
20070531NCNOG,unknown,Minor Injuries,Unknown,Student,Child
20070617SCBRB,unknown,Wounded,Male,Nonstudent,Young Adult
20070628TXDAD,unknown,Wounded,Male,Student,Teen
20070628TXDAD,unknown,Wounded,Male,Student,Teen
20070709ILCAC,unknown,Wounded,Male,No Relation,Adolescent
20070709ILCAC,unknown,Wounded,Male,No Relation,Adolescent
20070804NJMON,unknown,Fatal,Male,No Relation,Young Adult
20070804NJMON,unknown,Fatal,Male,No Relation,Adult
20070804NJMON,unknown,Fatal,Male,No Relation,Adolescent
20070804NJMON,unknown,Wounded,Male,No Relation,Adolescent
20070928CALAO,unknown,None,unknown,unknown,unknown
20070930AZSSP,unknown,Wounded,Male,unknown,unknown
20070930AZSSP,unknown,Wounded,Female,unknown,unknown
20071001CTPLM,unknown,Wounded,Male,Student,Adolescent
20071010OHSUC,unknown,Wounded,Male,Teacher,Adult
20071010OHSUC,unknown,Wounded,Male,Teacher,Adult
20071010OHSUC,unknown,Wounded,Male,Student,Adolescent
20071010OHSUC,unknown,Wounded,Female,Student,Adolescent
20071024TNMAM,unknown,Wounded,Male,Student,Adolescent
20071105LAJOR,unknown,None,Male,Student,Adolescent
20071126NYHOH,unknown,None,unknown,unknown,unknown
20071221CABAU,Black,Fatal,Male,Student,Adolescent
20080204TNHAM,unknown,Wounded,Male,Student,Teen
20080211TNMIM,unknown,Wounded,Male,Student,Young Adult
20080214CAEOO,unknown,Fatal,Male,Student,Adolescent
20080306ALDAM,unknown,None,Male,Student,Young Adult
20080416CAROF,Hispanic,Fatal,Male,Student,Adolescent
20080516LAMAT,unknown,None,Male,Student,Adolescent
20080811WAWAK,unknown,None,Male,Student,Child
20080814WALAF,unknown,Fatal,Male,unknown,Adult
20080821TNCEK,unknown,Fatal,Male,Student,Adolescent
20080902OHSOW,unknown,None,unknown,unknown,unknown
20080915CAMIS,unknown,None,Male,Student,Adolescent
20080919CAGEA,unknown,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,School Age Child
20080919CAGEA,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20081016MIHED,unknown,Fatal,Male,Student,Adolescent
20081016MIHED,unknown,Wounded,Female,Student,Adolescent
20081016MIHED,unknown,Wounded,Male,Student,Adolescent
20081016MIHED,unknown,Wounded,Male,Former Student,Adolescent
20081020CAVAA,White,None,Male,Student,Adolescent
20081023ALPRP,unknown,Wounded,Female,Parent,Adult
20081029CAELG,unknown,Wounded,Female,Teacher,Adult
20081031MESTS,unknown,None,unknown,unknown,unknown
20081103CABEB,unknown,Fatal,Male,unknown,Young Adult
20081103CAELO,unknown,None,unknown,unknown,unknown
20081112FLDIF,unknown,Fatal,Female,Student,Adolescent
20081115COTHL,unknown,Fatal,Male,No Relation,Young Adult
20081115UTDES,unknown,Fatal,Male,Student,Adolescent
20081118CACEC,unknown,Wounded,Male,Student,Young Adult
20081118CACOO,unknown,None,unknown,unknown,unknown
20081125TXNOH,unknown,Wounded,Male,unknown,unknown
20081130CAOAG,unknown,Wounded,Male,No Relation,Young Adult
20081202CAKIK,unknown,Wounded,Male,Student,Adolescent
20081202CAKIK,unknown,Fatal,Female,Relative,School Age Child
20081205MNSHF,unknown,None,Male,Teacher,Adult
20081212NCGUA,unknown,Fatal,Male,No Relation,Adolescent
20081212NYWIM,unknown,Wounded,Male,Student,Adolescent
20081221SCSUS,unknown,Wounded,Male,Student,Adolescent
20081222FLLAL,White,None,Female,Teacher,Adult
20081227PAWIP,unknown,Wounded,Male,Nonstudent,Adult
20081227PAWIP,unknown,Wounded,Female,Nonstudent,Adult
20081231GASHS,unknown,Wounded,Unknown,Other Staff,Adult
20081231OKKEN,unknown,None,Male,Nonstudent,Adult
20090108DEWIN,unknown,Wounded,Male,Student,Young Adult
20090108DEWIN,unknown,Wounded,Female,Police Officer/SRO,Adult
20090109ILDUC,unknown,Wounded,Male,Gang Member,Teen
20090109ILDUC,unknown,Wounded,Male,Gang Member,Teen
20090109ILDUC,unknown,Wounded,Male,Gang Member,Teen
20090109ILDUC,unknown,Wounded,Male,Gang Member,Teen
20090109ILDUC,unknown,Wounded,Male,Gang Member,Teen
20090114ILPEC,unknown,Wounded,Male,Student,Teen
20090114ILPEC,unknown,Wounded,Male,Student,Teen
20090114ILPEC,unknown,Wounded,Male,Student,Teen
20090120ILCOC,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adolescent
20090120MIBEM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20090120MIBEM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20090120MIBEM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adolescent
20090120MIBEM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20090120PAEAE,unknown,Wounded,Female,Nonstudent,Young Adult
20090123ILCAC,Black,Fatal,Male,Former Student,Adolescent
20090127NCCLC,unknown,None,unknown,unknown,unknown
20090210CABAE,unknown,None,unknown,unknown,unknown
20090211NCSCZ,White,Wounded,Male,Student,Adolescent
20090217MICED,unknown,Wounded,Male,Relative,Young Adult
20090220CAJOH,unknown,None,Male,Nonstudent,Adult
20090220CAJOH,unknown,None,Male,Nonstudent,Preschooler
20090223CTBRN,unknown,None,Male,No Relation,Young Adult
20090302SDROS,unknown,None,Male,Student,School Age Child
20090306NCWEF,unknown,Wounded,Male,Student,Adolescent
20090310FLRIJ,unknown,None,unknown,unknown,unknown
20090311TXCYH,unknown,None,unknown,unknown,unknown
20090413CALOL,unknown,Wounded,Male,Student,Adolescent
20090501WISHS,unknown,None,Male,Student,Adolescent
20090505NYCAC,White,None,Male,Student,Adolescent
20090518LALAL,unknown,None,Male,Student,Adolescent
20090615CAINS,unknown,Wounded,Female,Student,Adolescent
20090615CAINS,unknown,Wounded,Male,Student,Teen
20090615CAINS,unknown,Wounded,Male,Student,Teen
20090624IAAPP,White,Fatal,Male,Other Staff,Adult
20090827NCWEF,unknown,None,Male,Nonstudent,Young Adult
20090908CTSTS,unknown,None,unknown,unknown,unknown
20090916VAVIG,unknown,None,Unknown,Student,unknown
20090916VAVIG,unknown,None,Unknown,Student,unknown
20091008NYMAM,unknown,Wounded,Female,Student,Young Adult
20091016SCCAC,unknown,Fatal,Male,Student,Teen
20091030CAWIL,unknown,Fatal,Female,Student,Adolescent
20091030CAWIL,unknown,Wounded,Male,Student,Young Adult
20091030CAWIL,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20091106PAHAW,unknown,Wounded,Male,Student,Adolescent
20091211LABOS,unknown,Wounded,Female,Student,Young Adult
20100120ALLIL,unknown,Wounded,Female,Teacher,Adult
20100205ALDIM,unknown,Fatal,Male,Student,Adolescent
20100210TNINK,unknown,Wounded,Male,Principal/Vice-Principal,Adult
20100210TNINK,unknown,Wounded,Female,Principal/Vice-Principal,Adult
20100223CODEL,unknown,Wounded,Male,Student,Teen
20100223CODEL,unknown,Wounded,Female,Student,Teen
20100226WABIT,White,Fatal,Female,Teacher,Adult
20100428VAWOP,unknown,None,unknown,unknown,unknown
20100518CASOS,unknown,Wounded,Male,Student,Adolescent
20100830TNSUB,White,Fatal,Male,No Relation,Adult
20100908MIMUD,unknown,Wounded,Male,Student,Adolescent
20100908MIMUD,unknown,Wounded,Female,Student,Adolescent
20100921SCSOC,unknown,Wounded,Male,Police Officer/SRO,Adult
20101001CAALS,unknown,Fatal,Male,Student,Adolescent
20101008CAKEC,unknown,Wounded,Female,Student,School Age Child
20101008CAKEC,unknown,Wounded,Female,Student,School Age Child
20101023KSTOT,unknown,Fatal,Male,No Relation,Young Adult
20101023KSTOT,unknown,Wounded,Male,unknown,Adolescent
20101129WIMAM,White,None,Male,Student,Adolescent
20101206COAUA,Hispanic,Wounded,Female,Student,Adolescent
20110104INCRC,unknown,None,unknown,unknown,unknown
20110105NEMIO,unknown,Fatal,Male,Principal/Vice-Principal,Adult
20110105NEMIO,unknown,Wounded,Female,Principal/Vice-Principal,Adult
20110118CAGAL,unknown,Wounded,Male,Student,Adolescent
20110118CAGAL,unknown,Wounded,Female,Student,Adolescent
20110202CALOP,White,Fatal,Male,Principal/Vice-Principal,Adult
20110325INMAM,White,Wounded,Male,Student,Adolescent
20110330TXWOH,unknown,Fatal,Male,Student,unknown
20110330TXWOH,unknown,Wounded,Male,Student,Teen
20110330TXWOH,unknown,Wounded,Male,Student,unknown
20110330TXWOH,unknown,Wounded,Male,Student,unknown
20110330TXWOH,unknown,Wounded,Male,unknown,unknown
20110330TXWOH,unknown,Wounded,Male,unknown,unknown
20110413FLSHA,unknown,Wounded,Male,No Relation,Adolescent
20110419TXBEH,unknown,Wounded,Female,Student,School Age Child
20110419TXBEH,unknown,Wounded,Male,Student,School Age Child
20110419TXBEH,unknown,Wounded,Male,Student,Preschooler
20110517WAHOE,unknown,Wounded,Male,Unknown,Adolescent
20110523HIHIP,unknown,Wounded,Male,Student,Adolescent
20110923WAISS,unknown,None,Male,No Relation,Adult
20110930NCGAC,unknown,Wounded,Male,Former Student,Adolescent
20110930ORWIP,unknown,None,unknown,unknown,unknown
20111024NCCAF,White,Wounded,Female,Student,Adolescent
20111212TXHAE,White,Wounded,Male,Student,Adolescent
20111212TXHAE,White,Wounded,Male,Student,Adolescent
20111228MINOF,unknown,Wounded,Male,Unknown,unknown
20120104TXCUB,unknown,None,Male,Student,Child
20120110TXNOH,Black,Wounded,Male,Student,Adolescent
20120210NHWAW,White,None,Male,Student,Adolescent
20120222WAARB,Hispanic,Wounded,Female,Student,School Age Child
20120227OHCHC,unknown,Fatal,Male,Student,Adolescent
20120227OHCHC,unknown,Fatal,Male,Student,Adolescent
20120227OHCHC,unknown,Fatal,Male,Student,Teen
20120227OHCHC,unknown,Wounded,Male,Student,Adolescent
20120227OHCHC,unknown,Wounded,Male,Student,Young Adult
20120227OHCHC,unknown,Wounded,Male,Student,Teen
20120306FLEPJ,White,Fatal,Female,Principal/Vice-Principal,Adult
20120315ALLEM,unknown,None,Male,Student,Teen
20120401ARKIR,unknown,Wounded,Male,Unknown,Young Adult
20120525AZWEA,Black,Fatal,Female,Parent,Adult
20120525NCMAC,White,Fatal,Female,Parent,Adult
20120706RINAP,Black,Fatal,Male,No Relation,Young Adult
20120816TNHAM,unknown,None,unknown,Student,Teen
20120816TNHAM,unknown,None,unknown,Student,Teen
20120824GABAH,unknown,None,Male,Student,Adolescent
20120827MDPEP,White,Wounded,Male,Student,Adolescent
20120907ILNON,unknown,None,unknown,unknown,unknown
20120926OKSTS,White,None,Male,Student,Adolescent
20121012NDFAF,unknown,None,Male,Student,Adolescent
20121019ILBAC,Black,Fatal,Male,Student,Young Adult
20121210TXSPH,unknown,None,unknown,unknown,unknown
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,Black,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Teacher,Adult
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,unknown,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,unknown,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Principal/Vice-Principal,Adult
20121214CTSAN,unknown,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,unknown,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Teacher,Adult
20121214CTSAN,unknown,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Teacher,Adult
20121214CTSAN,White,Fatal,Male,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Student,School Age Child
20121214CTSAN,White,Fatal,Female,Teacher,Adult
20121214CTSAN,White,Fatal,Female,Teacher,Adult
20130107FLAPF,Black,Fatal,Male,Parent,Adult
20130110CATAT,White,Wounded,Male,Student,Adolescent
20130110CATAT,White,Wounded,Male,Student,Teen
20130111MIOSD,unknown,Wounded,Male,Student,Adolescent
20130131GAPRA,Black,Wounded,Male,Student,Adolescent
20130201MIMAD,unknown,Wounded,Male,Unknown,Teen
20130201MIMAD,unknown,Fatal,Male,Unknown,Teen
20130213CAHIS,Black,Fatal,Male,No Relation,Young Adult
20130227GAGRA,Black,None,Female,Student,Adolescent
20130321MIDAS,unknown,None,Male,Student,Adolescent
20130416TXTET,unknown,None,Male,Student,Adolescent
20130429OHLAC,unknown,None,Male,Student,Adolescent
20130430NMTUT,unknown,None,Male,No Relation,Young Adult
20130513ALOSB,unknown,None,unknown,unknown,unknown
20130523FLREH,unknown,Wounded,Male,Student,School Age Child
20130618NCHIC,unknown,Wounded,Male,No Relation,Adult
20130619FLALW,White,Fatal,Male,Other Staff,Adult
20130619FLALW,White,Fatal,Male,Other Staff,Adult
20130815TNNOC,Black,Fatal,Male,No Relation,Adult
20130820GAROD,unknown,None,unknown,unknown,unknown
20130822TNWEM,unknown,None,unknown,unknown,unknown
20130823MSNOS,unknown,Fatal,Male,Student,Adolescent
20130823MSNOS,unknown,Wounded,Male,Student,Teen
20130823MSNOS,unknown,Wounded,Male,Student,Teen
20130830NCCAW,Black,Wounded,Male,Student,Adolescent
20130927ILROC,unknown,Wounded,Male,Student,Adolescent
20130928MENEG,unknown,None,Male,Intimate Relationship,Young Adult
20131002NHWIS,unknown,None,unknown,unknown,unknown
20131004FLAGP,unknown,Wounded,Male,Student,Adolescent
20131004FLAGP,unknown,Wounded,Male,Student,Adolescent
20131015TXLAA,Hispanic,None,Male,Student,Adolescent
20131021NVSPS,unknown,Wounded,Male,Student,School Age Child
20131021NVSPS,unknown,Wounded,Male,Student,School Age Child
20131021NVSPS,unknown,Fatal,Male,Teacher,Adult
20131023CANEC,unknown,Wounded,unknown,Student,Child
20131023CANEC,unknown,Wounded,unknown,Student,Child
20131023CANEC,unknown,Wounded,unknown,Student,Child
20131101IAALA,White,None,Male,Former Student,Young Adult
20131103GASTL,unknown,Wounded,Male,Student,Adolescent
20131113PABRP,unknown,Wounded,Male,Student,Adolescent
20131113PABRP,unknown,Wounded,Male,Student,Adolescent
20131113PABRP,unknown,Wounded,Male,Student,Adolescent
20131204FLWEW,Black,Wounded,Male,Student,Adolescent
20131213COARC,White,Fatal,Female,Student,Adolescent
20131219CAEDF,Hispanic,Wounded,Male,Teacher,Adult
20140109TNLIJ,unknown,Wounded,Male,Student,Adolescent
20140113CTHIN,unknown,Wounded,Male,Rival School Student,Adolescent
20140114LASTB,Black,Wounded,Male,unknown,Young Adult
20140114NMBER,unknown,Wounded,Male,Student,Teen
20140114NMBER,unknown,Wounded,Female,Student,Teen
20140114PAKIL,unknown,None,unknown,unknown,unknown
20140117PADEP,unknown,Wounded,Male,Student,Adolescent
20140117PADEP,unknown,Wounded,Female,Student,Adolescent
20140127ILREC,Black,Wounded,Male,Parent,Adult
20140128HIPRH,unknown,Wounded,Male,Student,Teen
20140131AZCEP,unknown,None,unknown,unknown,unknown
20140131IANOD,Black,Wounded,Female,Student,Adolescent
20140207ORBEB,unknown,None,Male,Student,Adolescent
20140210NCSAS,Black,Wounded,Male,Student,Adolescent
20140211OHCHL,unknown,None,unknown,unknown,unknown
20140220MIRAR,unknown,Fatal,Male,Relative,Adult
20140307LAMAT,unknown,Wounded,Male,Unknown,Adolescent
20140312FLACM,Black,Fatal,Female,No Relation,Adult
20140325GABEC,unknown,None,unknown,unknown,unknown
20140403NJUNN,unknown,None,unknown,unknown,unknown
20140409NCDHG,unknown,None,unknown,unknown,unknown
20140410OHLIC,unknown,Wounded,Male,No Relation,Adolescent
20140410OHLIC,unknown,Wounded,Male,No Relation,Young Adult
20140411MIEAD,Black,Fatal,Male,Relative,Young Adult
20140421INSTG,unknown,Fatal,Female,Parent,Adult
20140421UTPRP,unknown,None,Male,Student,Adolescent
20140503WAHOE,unknown,Wounded,Male,Gang Member,Adolescent
20140514CAJOR,Black,Wounded,Male,Student,Adolescent
20140521WICLM,Black,Fatal,Female,Student,School Age Child
20140610ORRET,White,Fatal,Male,Student,Adolescent
20140610ORRET,White,Wounded,Male,Student,Adolescent
20140623MOKEB,White,Fatal,Male,Student,Adolescent
20140813MDHEF,unknown,None,unknown,unknown,unknown
